Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
authorization-de.cf,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
to-support.info,0,0,1,4,0,0,0,1,0,1,1,1,1,1,1,1,0
mabanque-bnpparibas.net,0,0,1,8,0,0,0,1,1,1,1,1,1,1,1,1,0
tech.groups.yahoo.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
bmwclubavto.ru,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1,0
accenttechnosoft.com,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
billywright0.tripod.com,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
volcanicacoffee.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wilmarchocolates.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
tu-chemnitz.de,0,0,0,3,0,0,0,1,0,1,1,1,0,0,1,0,0
lanixeng.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
mancityweb.co.uk,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
cellprofiler.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
response-imessage.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,0
nukeusergroup.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
babybjorn.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
sciencedirect.com,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,0
naturalis.nl,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
honda.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
bookkeepers.directory,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
almondglory.net,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
star-tek.com.au,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
web.kiaanevents.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0
safetem.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
shoplondons.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
silado.it,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0
herbalrepublic.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
bbc.co.uk,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,0
soo.gd,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
social.msdn.microsoft.com,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0
cs.cmu.edu,0,0,0,5,0,0,0,0,0,1,1,1,0,0,1,0,0
worldofdth.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
saakeforschools.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
cs.pitt.edu,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,1,0
resolutionservicehelp.gq,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,0
dainugardumi.lv,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
fbcancelblocka2.at.ua,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
greentea.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
isc007.stillchildren.me,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
commalg.org,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tiranga.net,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
skysports.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
bbrasilclientescadas.websiteseguro.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
avestaexports.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
igmj.jp,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
ilovelfc.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
oldradioparts.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
paisleygates.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
teavana.com,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
gray-seddon-tea.com,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
hydrabrasion.com.au,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
bearo.rareneos.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
madridgalacticos.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
web.kiaanevents.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0
fusionhelden.nl,0,0,1,3,1,0,0,0,0,1,1,1,0,0,1,0,0
cffcheers.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
customprint.in,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
