Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,Update_Age,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
cafegransasso.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
loanservicecenter.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
aretivaiopoulou.gr,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
careerconsultants.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
americanelectric.com.br,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1
almomahidin.net,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
prio.no,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
apesf.pt,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
victoronline.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
mail.fiberglassmeshes.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
chilipepperindian.com.au,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
hawkmoonsoaps.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
prioritybookkeepingct.com,0,0,1,2,0,0,1,0,1,1,0,0,0,1,1,1,1,1
ippnstaff.com,0,0,1,2,0,0,0,0,1,1,0,1,0,1,1,1,1,1
kolbecassadywedding.com,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
presertec.cl,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
eufora.net,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
z7.invisionfree.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
epm.pl,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
seguranca-i-tau.webcindario.com,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1
garagefilms.net,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
phoenix.nootheme.com,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
artisanduchocolat.com,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
nelsonstamps.org.nz,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,1,1,1
staredecisisabogados.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
remotetechs.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
ericoolaircon.com,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
alejandraandelliot.com,0,0,1,4,0,0,1,0,1,1,0,0,0,1,1,1,1,1
suzuki.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
newberry.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
qtww.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
scienceworld.wolfram.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
znfn22.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
gcc.gnu.org,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
cpcholding.com,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1
artesmm.com.br,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
danish.sg,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
ericdigests.org,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
slupt.upt.ro,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
108.179.232.168,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
australianhempmanufacturingcompany.com.au,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
authorization-de.cf,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
to-support.info,0,0,1,4,0,0,0,1,1,1,1,0,0,1,1,1,1,1
mabanque-bnpparibas.net,0,0,1,8,0,0,0,1,1,1,1,0,0,1,1,1,1,1
tech.groups.yahoo.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
bmwclubavto.ru,0,0,1,7,0,0,0,0,1,1,0,0,0,1,1,1,1,1
accenttechnosoft.com,0,0,0,2,0,0,1,0,1,1,0,0,0,1,1,1,1,1
billywright0.tripod.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
volcanicacoffee.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
wilmarchocolates.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
tu-chemnitz.de,0,0,0,3,0,0,0,1,1,1,1,1,0,1,1,1,1,0
lanixeng.com,0,0,0,3,0,0,0,0,1,1,0,0,1,1,1,1,1,1
mancityweb.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
cellprofiler.org,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
response-imessage.com,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,1,1,1
nukeusergroup.org,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
babybjorn.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
sciencedirect.com,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1,1,0
naturalis.nl,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
honda.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
bookkeepers.directory,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
almondglory.net,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
star-tek.com.au,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0
web.kiaanevents.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
safetem.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
shoplondons.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
silado.it,0,0,0,4,0,0,0,0,1,1,1,0,0,1,1,1,1,1
herbalrepublic.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
bbc.co.uk,0,0,0,4,0,0,0,0,1,1,1,1,0,1,1,1,1,0
soo.gd,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
social.msdn.microsoft.com,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0
cs.cmu.edu,0,0,0,5,0,0,0,0,1,1,1,1,0,1,1,1,1,0
worldofdth.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
saakeforschools.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
cs.pitt.edu,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,0
resolutionservicehelp.gq,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
dainugardumi.lv,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
fbcancelblocka2.at.ua,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
greentea.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
isc007.stillchildren.me,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
commalg.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
tiranga.net,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
skysports.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
bbrasilclientescadas.websiteseguro.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
avestaexports.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
igmj.jp,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
ilovelfc.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
oldradioparts.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
paisleygates.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
teavana.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
gray-seddon-tea.com,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
hydrabrasion.com.au,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
bearo.rareneos.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
madridgalacticos.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
web.kiaanevents.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
fusionhelden.nl,0,0,1,3,1,0,0,0,1,1,1,1,0,1,1,1,1,1
cffcheers.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
customprint.in,0,0,1,5,0,0,0,0,1,1,1,0,0,1,1,1,1,1
